,,Total Vote,B,T,P,Margin,Margin (%),,Biden,Trump,Pierce,Other,Biden,Trump,Pierce,Jorgensen,Hawkins,Blankenship,de la Fuente,West,La Riva,Write-ins,Kennedy,Myers,Carroll,Collins,Huber,Segal,Janos,Kopitke,Hunter,Kishore,Hammons,Boddie,Charles,Duncan,Hoefling,Jacob-Fambro,King,LaFontaine,McCormic,McHugh,Paige,Scalf,Scott,Simmons,Swing,Tittle,None,Gammon,,J,H,B,d,Jorgensen,Hawkins,Blankenship,de la Fuente,,,,CD,,ST,CTY,FIPS,FIPS2010,LSAD_TRANS,Blank/Under,Void/Over,,,,,,,,,,Total Vote (county report),Total Write-ins,Other,,Qualified Write-ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banks,GA,"8,805",,,0,"6,863",77.94%,,10.58%,88.53%,0.00%,0.89%,932,"7,795",,74,3,0,,,0,0,,,0,,,,,,,,,0,1,,,0,,,,,,,,0,,,,,,,,0,0,0.84%,0.03%,0.00%,0.00%,,Banks,GA,9,,13,011,13011,13011,County,,,,,,,,,,,"-8,805",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrow,GA,"37,946",,,0,"16,351",43.09%,,27.55%,70.64%,0.00%,1.82%,"10,453","26,804",,664,18,0,,,0,0,,,5,,,,,,,,,0,0,,,0,,,,,,,,2,,,,,,,,0,0,1.75%,0.05%,0.00%,0.00%,,Barrow,GA,10,,13,013,13013,13013,County,,,,,,,,,,,"-37,946",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartow,GA,"50,486",,,0,"25,581",50.67%,,23.95%,74.62%,0.00%,1.43%,"12,091","37,672",,701,14,1,,,2,0,,,2,,,,,,,,,1,0,,,0,,,,,,,,2,,,,,,,,,0,1.39%,0.03%,0.00%,0.00%,,Bartow,GA,11,,13,015,13015,13015,County,,,,,,,,,,,"-50,486",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Hill,GA,"6,564",,,0,"1,718",26.17%,,36.46%,62.63%,0.00%,0.91%,"2,393","4,111",,60,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.91%,0.00%,0.00%,0.00%,,Ben Hill,GA,8,,13,017,13017,13017,County,,,,,,,,,,,"-6,564",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berrien,GA,"7,744",,,0,"5,150",66.50%,,16.39%,82.89%,0.00%,0.72%,"1,269","6,419",,55,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.71%,0.01%,0.00%,0.00%,,Berrien,GA,8,,13,019,13019,13019,County,,,,,,,,,,,"-7,744",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibb,GA,"70,763",,,0,"16,849",23.81%,,61.34%,37.53%,0.00%,1.12%,"43,408","26,559",,747,19,2,,,2,2,,,17,,,,,,,,,0,1,,,1,,,,,,,,5,,,,,,,,,0,1.06%,0.03%,0.00%,0.00%,,Bibb,GA,,,13,021,13021,13021,County,,,,,,,,,,,"-70,763",,,,,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleckley,GA,"5,710",,,0,"3,017",52.84%,,22.98%,75.81%,0.00%,1.21%,"1,312","4,329",,67,1,0,,,0,1,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.17%,0.02%,0.00%,0.00%,,Bleckley,GA,8,,13,023,13023,13023,County,,,,,,,,,,,"-5,710",,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brantley,GA,"7,749",,,0,"6,293",81.21%,,9.03%,90.24%,0.00%,0.72%,700,"6,993",,56,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.72%,0.00%,0.00%,0.00%,,Brantley,GA,1,,13,025,13025,13025,County,,,,,,,,,,,"-7,749",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks,GA,"7,101",,,0,"1,470",20.70%,,39.30%,60.01%,0.00%,0.69%,"2,791","4,261",,49,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.69%,0.00%,0.00%,0.00%,,Brooks,GA,8,,13,027,13027,13027,County,,,,,,,,,,,"-7,101",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan,GA,"21,349",,,0,"7,502",35.14%,,31.56%,66.70%,0.00%,1.74%,"6,738","14,240",,357,9,0,,,1,0,,,4,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.67%,0.04%,0.00%,0.00%,,Bryan,GA,1,,13,029,13029,13029,County,,,,,,,,,,,"-21,349",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulloch,GA,"30,109",,,0,"7,139",23.71%,,37.36%,61.07%,0.00%,1.57%,"11,248","18,387",,455,13,0,,,1,0,,,4,,,,,,,,,0,1,,,0,,,,,,,,0,,,,,,,,0,0,1.51%,0.04%,0.00%,0.00%,,Bulloch,GA,12,,13,031,13031,13031,County,,,,,,,,,,,"-30,109",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke,GA,"10,685",,,0,192,1.80%,,48.74%,50.54%,0.00%,0.72%,"5,208","5,400",,75,1,0,,,0,0,,,0,,,,,,,,,0,1,,,0,,,,,,,,0,,,,,,,,0,0,0.70%,0.01%,0.00%,0.00%,,Burke,GA,12,,13,033,13033,13033,County,,,,,,,,,,,"-10,685",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butts,GA,"11,776",,,0,"5,132",43.58%,,27.80%,71.38%,0.00%,0.82%,"3,274","8,406",,91,2,0,,,0,0,,,1,,,,,,,,,0,2,,,0,,,,,,,,0,,,,,,,,0,0,0.77%,0.02%,0.00%,0.00%,,Butts,GA,10,,13,035,13035,13035,County,,,,,,,,,,,"-11,776",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,GA,"2,198",,,0,340,15.47%,,57.46%,41.99%,0.00%,0.55%,"1,263",923,,12,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.55%,0.00%,0.00%,0.00%,,Calhoun,GA,2,,13,037,13037,13037,County,,,,,,,,,,,"-2,198",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,GA,"23,698",,,0,"7,282",30.73%,,33.62%,64.35%,0.00%,2.03%,"7,967","15,249",,470,10,0,,,0,1,,,0,,,,,,,,,0,0,,,0,,,,,,,,1,,,,,,,,0,0,1.98%,0.04%,0.00%,0.00%,,Camden,GA,1,,13,039,13039,13039,County,,,,,,,,,,,"-23,698",,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candler,GA,"4,431",,,0,"1,864",42.07%,,28.64%,70.71%,0.00%,0.65%,"1,269","3,133",,29,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.65%,0.00%,0.00%,0.00%,,Candler,GA,12,,13,043,13043,13043,County,,,,,,,,,,,"-4,431",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll,GA,"54,502",,,0,"21,240",38.97%,,29.79%,68.76%,0.00%,1.45%,"16,236","37,476",,760,11,0,,,7,0,,,11,,,,,,,,,0,0,,,1,,,,,,,,0,,,,,,,,0,0,1.39%,0.02%,0.00%,0.00%,,Carroll,GA,3,,13,045,13045,13045,County,,,,,,,,,,,"-54,502",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,GA,"32,626",,,0,"18,235",55.89%,,21.25%,77.14%,0.00%,1.62%,"6,932","25,167",,494,8,1,,,1,0,,,22,,,,,,,,,0,0,,,0,,,,,,,,1,,,,,,,,,0,1.51%,0.02%,0.00%,0.00%,,Catoosa,GA,14,,13,047,13047,13047,County,,,,,,,,,,,"-32,626",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlton,GA,"4,568",,,0,"2,314",50.66%,,24.19%,74.85%,0.00%,0.96%,"1,105","3,419",,44,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.96%,0.00%,0.00%,0.00%,,Charlton,GA,1,,13,049,13049,13049,County,,,,,,,,,,,"-4,568",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatham,GA,"133,484",,,0,"25,015",18.74%,,58.62%,39.88%,0.00%,1.50%,"78,247","53,232",,"1,929",32,3,,,4,1,,,32,,,,,,,,,0,2,,,0,,,,,,,,2,,,,,,,,,0,1.45%,0.02%,0.00%,0.00%,,Chatham,GA,1,,13,051,13051,13051,County,,,,,,,,,,,"-133,484",,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattahoochee,GA,"1,582",,,0,213,13.46%,,42.16%,55.63%,0.00%,2.21%,667,880,,35,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,2.21%,0.00%,0.00%,0.00%,,Chattahoochee,GA,2,,13,053,13053,13053,County,,,,,,,,,,,"-1,582",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,GA,"10,053",,,0,"6,210",61.77%,,18.44%,80.21%,0.00%,1.34%,"1,854","8,064",,132,3,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.31%,0.03%,0.00%,0.00%,,Chattooga,GA,14,,13,055,13055,13055,County,,,,,,,,,,,"-10,053",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee,GA,"144,859",,,0,"56,806",39.21%,,29.53%,68.75%,0.00%,1.72%,"42,779","99,585",,"2,451",19,5,,,2,0,,,17,,,,,,,,,0,0,,,1,,,,,,,,0,,,,,,,,,0,1.69%,0.01%,0.00%,0.00%,,Cherokee,GA,11,,13,057,13057,13057,County,,,,,,,,,,,"-144,859",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarke,GA,"51,421",,,0,"21,605",42.02%,,70.12%,28.10%,0.00%,1.78%,"36,055","14,450",,841,37,1,,,6,1,,,25,,,,,,,,,0,2,,,0,,,,,,,,3,,,,,,,,,0,1.64%,0.07%,0.00%,0.00%,,Clarke,GA,,,13,059,13059,13059,County,,,,,,,,,,,"-51,421",,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,GA,"1,436",,,0,154,10.72%,,55.08%,44.36%,0.00%,0.56%,791,637,,7,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.49%,0.07%,0.00%,0.00%,,Clay,GA,2,,13,061,13061,13061,County,,,,,,,,,,,"-1,436",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,GA,"112,391",,,0,"79,655",70.87%,,84.94%,14.07%,0.00%,0.99%,"95,466","15,811",,"1,053",31,0,,,1,2,,,5,,,,,,,,,0,7,,,2,,,,,,,,13,,,,,,,,0,0,0.94%,0.03%,0.00%,0.00%,,Clayton,GA,,,13,063,13063,13063,County,,,,,,,,,,,"-112,391",,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinch,GA,"2,862",,,0,"1,361",47.55%,,26.00%,73.55%,0.00%,0.45%,744,"2,105",,12,0,1,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,,0,0.42%,0.00%,0.03%,0.00%,,Clinch,GA,1,,13,065,13065,13065,County,,,,,,,,,,,"-2,862",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobb,GA,"394,022",,,0,"56,411",14.32%,,56.30%,41.99%,0.00%,1.71%,"221,847","165,436",,"6,445",123,5,,,27,11,,,85,,,,,,,,,0,8,,,0,,,,,,,,35,,,,,,,,,0,1.64%,0.03%,0.00%,0.00%,,Cobb,GA,,,13,067,13067,13067,County,,,,,,,,,,,"-394,022",,,,,5,1,0,2,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee,GA,"15,214",,,0,"6,067",39.88%,,29.65%,69.53%,0.00%,0.82%,"4,511","10,578",,125,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.82%,0.00%,0.00%,0.00%,,Coffee,GA,12,,13,069,13069,13069,County,,,,,,,,,,,"-15,214",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colquitt,GA,"16,087",,,0,"7,587",47.16%,,26.05%,73.21%,0.00%,0.75%,"4,190","11,777",,119,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.74%,0.01%,0.00%,0.00%,,Colquitt,GA,8,,13,071,13071,13071,County,,,,,,,,,,,"-16,087",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,GA,"80,620",,,0,"20,781",25.78%,,36.26%,62.04%,0.00%,1.71%,"29,232","50,013",,"1,330",14,2,,,5,1,,,18,,,,,,,,,0,1,,,0,,,,,,,,4,,,,,,,,,0,1.65%,0.02%,0.00%,0.00%,,Columbia,GA,,,13,073,13073,13073,County,,,,,,,,,,,"-80,620",,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,GA,"7,037",,,0,"2,841",40.37%,,29.26%,69.63%,0.00%,1.11%,"2,059","4,900",,76,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,1,,,,,,,,0,0,1.08%,0.01%,0.00%,0.00%,,Cook,GA,8,,13,075,13075,13075,County,,,,,,,,,,,"-7,037",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coweta,GA,"76,845",,,0,"27,291",35.51%,,31.50%,67.02%,0.00%,1.48%,"24,210","51,501",,"1,088",18,4,,,4,0,,,18,,,,,,,,,0,1,,,0,,,,,,,,1,,,,,,,,,0,1.42%,0.02%,0.01%,0.00%,,Coweta,GA,3,,13,077,13077,13077,County,,,,,,,,,,,"-76,845",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawford,GA,"6,102",,,0,"2,813",46.10%,,26.47%,72.57%,0.00%,0.97%,"1,615","4,428",,59,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.97%,0.00%,0.00%,0.00%,,Crawford,GA,2,,13,079,13079,13079,County,,,,,,,,,,,"-6,102",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crisp,GA,"8,036",,,0,"2,003",24.93%,,37.11%,62.03%,0.00%,0.86%,"2,982","4,985",,66,3,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.82%,0.04%,0.00%,0.00%,,Crisp,GA,2,,13,081,13081,13081,County,,,,,,,,,,,"-8,036",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dade,GA,"7,447",,,0,"4,805",64.52%,,16.93%,81.46%,0.00%,1.61%,"1,261","6,066",,107,4,0,,,0,0,,,9,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.44%,0.05%,0.00%,0.00%,,Dade,GA,14,,13,083,13083,13083,County,,,,,,,,,,,"-7,447",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson,GA,"16,084",,,0,"10,912",67.84%,,15.46%,83.30%,0.00%,1.24%,"2,486","13,398",,197,2,0,,,0,0,,,1,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.22%,0.01%,0.00%,0.00%,,Dawson,GA,9,,13,085,13085,13085,County,,,,,,,,,,,"-16,084",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decatur,GA,"11,628",,,0,"1,973",16.97%,,41.12%,58.09%,0.00%,0.78%,"4,782","6,755",,88,1,0,,,0,0,,,2,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.76%,0.01%,0.00%,0.00%,,Decatur,GA,2,,13,087,13087,13087,County,,,,,,,,,,,"-11,628",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb,GA,"370,877",,,0,"249,785",67.35%,,83.09%,15.74%,0.00%,1.17%,"308,162","58,377",,"4,207",65,3,,,12,4,,,25,,,,,,,,,0,6,,,0,,,,,,,,16,,,,,,,,,0,1.13%,0.02%,0.00%,0.00%,,DeKalb,GA,,,13,089,13089,13089,County,,,,,,,,,,,"-370,877",,,,,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge,GA,"8,072",,,0,"3,671",45.48%,,26.91%,72.39%,0.00%,0.71%,"2,172","5,843",,56,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.69%,0.01%,0.00%,0.00%,,Dodge,GA,8,,13,091,13091,13091,County,,,,,,,,,,,"-8,072",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dooly,GA,"4,106",,,0,248,6.04%,,46.54%,52.58%,0.00%,0.88%,"1,911","2,159",,35,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.85%,0.02%,0.00%,0.00%,,Dooly,GA,2,,13,093,13093,13093,County,,,,,,,,,,,"-4,106",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,GA,"35,290",,,0,"14,127",40.03%,,69.62%,29.59%,0.00%,0.80%,"24,568","10,441",,278,2,0,,,0,0,,,1,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.79%,0.01%,0.00%,0.00%,,Dougherty,GA,2,,13,095,13095,13095,County,,,,,,,,,,,"-35,290",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,GA,"69,139",,,0,"17,360",25.11%,,61.92%,36.82%,0.00%,1.26%,"42,814","25,454",,838,25,0,,,1,0,,,4,,,,,,,,,1,0,,,1,,,,,,,,1,,,,,,,,0,0,1.21%,0.04%,0.00%,0.00%,,Douglas,GA,13,,13,097,13097,13097,County,,,,,,,,,,,"-69,139",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early,GA,"5,188",,,0,260,5.01%,,47.22%,52.24%,0.00%,0.54%,"2,450","2,710",,28,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.54%,0.00%,0.00%,0.00%,,Early,GA,2,,13,099,13099,13099,County,,,,,,,,,,,"-5,188",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echols,GA,"1,442",,,0,"1,089",75.52%,,11.58%,87.10%,0.00%,1.32%,167,"1,256",,18,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.25%,0.07%,0.00%,0.00%,,Echols,GA,1,,13,101,13101,13101,County,,,,,,,,,,,"-1,442",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,GA,"31,579",,,0,"15,643",49.54%,,24.44%,73.98%,0.00%,1.58%,"7,718","23,361",,492,2,1,,,1,0,,,2,,,,,,,,,0,1,,,0,,,,,,,,1,,,,,,,,,0,1.56%,0.01%,0.00%,0.00%,,Effingham,GA,,,13,103,13103,13103,County,,,,,,,,,,,"-31,579",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elbert,GA,"9,176",,,0,"3,347",36.48%,,31.38%,67.85%,0.00%,0.77%,"2,879","6,226",,66,1,0,,,0,0,,,0,,,,,,,,,0,4,,,0,,,,,,,,0,,,,,,,,0,0,0.72%,0.01%,0.00%,0.00%,,Elbert,GA,9,,13,105,13105,13105,County,,,,,,,,,,,"-9,176",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel,GA,"9,507",,,0,"3,667",38.57%,,30.36%,68.93%,0.00%,0.72%,"2,886","6,553",,66,2,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.69%,0.02%,0.00%,0.00%,,Emanuel,GA,12,,13,107,13107,13107,County,,,,,,,,,,,"-9,507",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evans,GA,"4,248",,,0,"1,564",36.82%,,31.17%,67.98%,0.00%,0.85%,"1,324","2,888",,35,1,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.82%,0.02%,0.00%,0.00%,,Evans,GA,12,,13,109,13109,13109,County,,,,,,,,,,,"-4,248",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fannin,GA,"14,849",,,0,"9,599",64.64%,,17.31%,81.95%,0.00%,0.74%,"2,570","12,169",,110,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.74%,0.00%,0.00%,0.00%,,Fannin,GA,9,,13,111,13111,13111,County,,,,,,,,,,,"-14,849",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,GA,"72,012",,,0,"4,894",6.80%,,45.91%,52.71%,0.00%,1.38%,"33,062","37,956",,976,6,0,,,0,1,,,11,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.36%,0.01%,0.00%,0.00%,,Fayette,GA,,,13,113,13113,13113,County,,,,,,,,,,,"-72,012",,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd,GA,"41,365",,,0,"16,989",41.07%,,28.81%,69.88%,0.00%,1.31%,"11,917","28,906",,518,9,0,,,1,0,,,14,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.25%,0.02%,0.00%,0.00%,,Floyd,GA,14,,13,115,13115,13115,County,,,,,,,,,,,"-41,365",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsyth,GA,"129,377",,,0,"42,915",33.17%,,32.62%,65.79%,0.00%,1.58%,"42,208","85,123",,"1,980",28,5,,,3,2,,,24,,,,,,,,,0,0,,,0,,,,,,,,4,,,,,,,,,0,1.53%,0.02%,0.00%,0.00%,,Forsyth,GA,,,13,117,13117,13117,County,,,,,,,,,,,"-129,377",,,,,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin,GA,"10,767",,,0,"7,476",69.43%,,14.80%,84.23%,0.00%,0.98%,"1,593","9,069",,103,2,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.96%,0.02%,0.00%,0.00%,,Franklin,GA,9,,13,119,13119,13119,County,,,,,,,,,,,"-10,767",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton,GA,"523,931",,,0,"242,965",46.37%,,72.57%,26.20%,0.00%,1.24%,"380,212","137,247",,"6,320",82,0,,,10,0,,,41,,,,,,,,,0,0,,,0,,,,,,,,19,,,,,,,,0,0,1.21%,0.02%,0.00%,0.00%,,Fulton,GA,,,13,121,13121,13121,County,,,,,,,,,,,"-523,931",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer,GA,"16,527",,,0,"10,497",63.51%,,17.74%,81.25%,0.00%,1.00%,"2,932","13,429",,164,1,0,,,0,0,,,1,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.99%,0.01%,0.00%,0.00%,,Gilmer,GA,9,,13,123,13123,13123,County,,,,,,,,,,,"-16,527",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glascock,GA,"1,565",,,0,"1,247",79.68%,,9.90%,89.58%,0.00%,0.51%,155,"1,402",,8,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.51%,0.00%,0.00%,0.00%,,Glascock,GA,10,,13,125,13125,13125,County,,,,,,,,,,,"-1,565",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,GA,"41,994",,,0,"9,735",23.18%,,37.82%,61.00%,0.00%,1.18%,"15,882","25,617",,489,4,0,,,0,0,,,2,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,1.16%,0.01%,0.00%,0.00%,,Glynn,GA,1,,13,127,13127,13127,County,,,,,,,,,,,"-41,994",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon,GA,"24,044",,,0,"15,021",62.47%,,18.23%,80.71%,0.00%,1.06%,"4,384","19,405",,244,4,1,,,1,0,,,5,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,,0,1.01%,0.02%,0.00%,0.00%,,Gordon,GA,14,,13,129,13129,13129,County,,,,,,,,,,,"-24,044",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady,GA,"10,707",,,0,"3,415",31.90%,,33.80%,65.70%,0.00%,0.50%,"3,619","7,034",,54,0,0,,,0,0,,,0,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,0,0,0,0.50%,0.00%,0.00%,0.00%,,Grady,GA,2,,13,131,13131,13131,County,,,,,,,,,,,"-10,707",,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene,GA,"11,247",,,0,"2,979",26.49%,,36.34%,62.83%,0.00%,0.84%,"4,087","7,066",,91,1,0,,,0,1,,,1,,,,,,,,,0,0,,,0,,,,,,,,0,,,,,,,,0,0,0.81%,0.01%,0.00%,0.00%,,Greene,GA,10,,13,133,13133,13133,County,,,,,,,,,,,"-11,247",,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
